row_id,zone,state,lga,period,live_births_count
9891,South South,Bayelsa,by Ogbia Local Government Area,25-Mar,68
9892,South South,Bayelsa,by Ogbia Local Government Area,25-Apr,69
9893,South South,Bayelsa,by Ogbia Local Government Area,25-May,79
9894,South South,Bayelsa,by Ogbia Local Government Area,25-Jun,62
9895,South South,Bayelsa,by Ogbia Local Government Area,25-Jul,66
9896,South South,Bayelsa,by Ogbia Local Government Area,25-Aug,88
9897,South South,Bayelsa,by Ogbia Local Government Area,25-Sep,76
9898,South South,Bayelsa,by Ogbia Local Government Area,25-Oct,74
9899,South South,Bayelsa,by Ogbia Local Government Area,25-Nov,90
9900,South South,Bayelsa,by Ogbia Local Government Area,25-Dec,81
9901,South South,Bayelsa,by Sagbama Local Government Area,21-Jan,15
9902,South South,Bayelsa,by Sagbama Local Government Area,21-Feb,13
9903,South South,Bayelsa,by Sagbama Local Government Area,21-Mar,19
9904,South South,Bayelsa,by Sagbama Local Government Area,21-Apr,31
9905,South South,Bayelsa,by Sagbama Local Government Area,21-May,36
9906,South South,Bayelsa,by Sagbama Local Government Area,21-Jun,53
9907,South South,Bayelsa,by Sagbama Local Government Area,21-Jul,33
9908,South South,Bayelsa,by Sagbama Local Government Area,21-Aug,25
9909,South South,Bayelsa,by Sagbama Local Government Area,21-Sep,22
9910,South South,Bayelsa,by Sagbama Local Government Area,21-Oct,36
9911,South South,Bayelsa,by Sagbama Local Government Area,21-Nov,29
9912,South South,Bayelsa,by Sagbama Local Government Area,21-Dec,40
9913,South South,Bayelsa,by Sagbama Local Government Area,22-Jan,28
9914,South South,Bayelsa,by Sagbama Local Government Area,22-Feb,26
9915,South South,Bayelsa,by Sagbama Local Government Area,22-Mar,39
9916,South South,Bayelsa,by Sagbama Local Government Area,22-Apr,24
9917,South South,Bayelsa,by Sagbama Local Government Area,22-May,49
9918,South South,Bayelsa,by Sagbama Local Government Area,22-Jun,28
9919,South South,Bayelsa,by Sagbama Local Government Area,22-Jul,19
9920,South South,Bayelsa,by Sagbama Local Government Area,22-Aug,18
9921,South South,Bayelsa,by Sagbama Local Government Area,22-Sep,21
9922,South South,Bayelsa,by Sagbama Local Government Area,22-Oct,12
9923,South South,Bayelsa,by Sagbama Local Government Area,22-Nov,28
9924,South South,Bayelsa,by Sagbama Local Government Area,22-Dec,15
9925,South South,Bayelsa,by Sagbama Local Government Area,23-Jan,24
9926,South South,Bayelsa,by Sagbama Local Government Area,23-Feb,31
9927,South South,Bayelsa,by Sagbama Local Government Area,23-Mar,27
9928,South South,Bayelsa,by Sagbama Local Government Area,23-Apr,26
9929,South South,Bayelsa,by Sagbama Local Government Area,23-May,31
9930,South South,Bayelsa,by Sagbama Local Government Area,23-Jun,28
9931,South South,Bayelsa,by Sagbama Local Government Area,23-Jul,25
9932,South South,Bayelsa,by Sagbama Local Government Area,23-Aug,31
9933,South South,Bayelsa,by Sagbama Local Government Area,23-Sep,29
9934,South South,Bayelsa,by Sagbama Local Government Area,23-Oct,55
9935,South South,Bayelsa,by Sagbama Local Government Area,23-Nov,40
9936,South South,Bayelsa,by Sagbama Local Government Area,23-Dec,22
9937,South South,Bayelsa,by Sagbama Local Government Area,24-Jan,62
9938,South South,Bayelsa,by Sagbama Local Government Area,24-Feb,85
9939,South South,Bayelsa,by Sagbama Local Government Area,24-Mar,79
9940,South South,Bayelsa,by Sagbama Local Government Area,24-Apr,68
9941,South South,Bayelsa,by Sagbama Local Government Area,24-May,87
9942,South South,Bayelsa,by Sagbama Local Government Area,24-Jun,79
9943,South South,Bayelsa,by Sagbama Local Government Area,24-Jul,92
9944,South South,Bayelsa,by Sagbama Local Government Area,24-Aug,95
9945,South South,Bayelsa,by Sagbama Local Government Area,24-Sep,107
9946,South South,Bayelsa,by Sagbama Local Government Area,24-Oct,102
9947,South South,Bayelsa,by Sagbama Local Government Area,24-Nov,81
9948,South South,Bayelsa,by Sagbama Local Government Area,24-Dec,63
9949,South South,Bayelsa,by Sagbama Local Government Area,25-Jan,69
9950,South South,Bayelsa,by Sagbama Local Government Area,25-Feb,68
9951,South South,Bayelsa,by Sagbama Local Government Area,25-Mar,87
9952,South South,Bayelsa,by Sagbama Local Government Area,25-Apr,91
9953,South South,Bayelsa,by Sagbama Local Government Area,25-May,104
9954,South South,Bayelsa,by Sagbama Local Government Area,25-Jun,100
9955,South South,Bayelsa,by Sagbama Local Government Area,25-Jul,92
9956,South South,Bayelsa,by Sagbama Local Government Area,25-Aug,83
9957,South South,Bayelsa,by Sagbama Local Government Area,25-Sep,94
9958,South South,Bayelsa,by Sagbama Local Government Area,25-Oct,95
9959,South South,Bayelsa,by Sagbama Local Government Area,25-Nov,73
9960,South South,Bayelsa,by Sagbama Local Government Area,25-Dec,67
9961,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Jan,8
9962,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Feb,7
9963,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Mar,4
9964,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Apr,28
9965,South South,Bayelsa,by Southern Ijaw Local Government Area,21-May,28
9966,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Jun,28
9967,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Jul,33
9968,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Aug,26
9969,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Sep,19
9970,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Oct,26
9971,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Nov,11
9972,South South,Bayelsa,by Southern Ijaw Local Government Area,21-Dec,13
9973,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Jan,19
9974,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Feb,13
9975,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Mar,20
9976,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Apr,21
9977,South South,Bayelsa,by Southern Ijaw Local Government Area,22-May,23
9978,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Jun,26
9979,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Jul,21
9980,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Aug,27
9981,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Sep,16
9982,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Oct,20
9983,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Nov,27
9984,South South,Bayelsa,by Southern Ijaw Local Government Area,22-Dec,33
9985,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Jan,17
9986,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Feb,25
9987,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Mar,24
9988,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Apr,52
9989,South South,Bayelsa,by Southern Ijaw Local Government Area,23-May,26
9990,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Jun,31
9991,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Jul,36
9992,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Aug,34
9993,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Sep,37
9994,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Oct,25
9995,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Nov,11
9996,South South,Bayelsa,by Southern Ijaw Local Government Area,23-Dec,20
9997,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Jan,20
9998,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Feb,25
9999,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Mar,41
10000,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Apr,41
10001,South South,Bayelsa,by Southern Ijaw Local Government Area,24-May,48
10002,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Jun,46
10003,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Jul,34
10004,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Aug,32
10005,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Sep,53
10006,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Oct,38
10007,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Nov,43
10008,South South,Bayelsa,by Southern Ijaw Local Government Area,24-Dec,33
10009,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Jan,24
10010,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Feb,19
10011,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Mar,41
10012,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Apr,40
10013,South South,Bayelsa,by Southern Ijaw Local Government Area,25-May,70
10014,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Jun,60
10015,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Jul,38
10016,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Aug,33
10017,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Sep,33
10018,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Oct,34
10019,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Nov,24
10020,South South,Bayelsa,by Southern Ijaw Local Government Area,25-Dec,30
10021,South South,Bayelsa,by Yenagoa Local Government Area,21-Jan,65
10022,South South,Bayelsa,by Yenagoa Local Government Area,21-Feb,102
10023,South South,Bayelsa,by Yenagoa Local Government Area,21-Mar,154
10024,South South,Bayelsa,by Yenagoa Local Government Area,21-Apr,278
10025,South South,Bayelsa,by Yenagoa Local Government Area,21-May,205
10026,South South,Bayelsa,by Yenagoa Local Government Area,21-Jun,260
10027,South South,Bayelsa,by Yenagoa Local Government Area,21-Jul,283
10028,South South,Bayelsa,by Yenagoa Local Government Area,21-Aug,229
10029,South South,Bayelsa,by Yenagoa Local Government Area,21-Sep,139
10030,South South,Bayelsa,by Yenagoa Local Government Area,21-Oct,129
10031,South South,Bayelsa,by Yenagoa Local Government Area,21-Nov,156
10032,South South,Bayelsa,by Yenagoa Local Government Area,21-Dec,205
10033,South South,Bayelsa,by Yenagoa Local Government Area,22-Jan,158
10034,South South,Bayelsa,by Yenagoa Local Government Area,22-Feb,170
10035,South South,Bayelsa,by Yenagoa Local Government Area,22-Mar,283
10036,South South,Bayelsa,by Yenagoa Local Government Area,22-Apr,242
10037,South South,Bayelsa,by Yenagoa Local Government Area,22-May,233
10038,South South,Bayelsa,by Yenagoa Local Government Area,22-Jun,311
10039,South South,Bayelsa,by Yenagoa Local Government Area,22-Jul,177
10040,South South,Bayelsa,by Yenagoa Local Government Area,22-Aug,226
10041,South South,Bayelsa,by Yenagoa Local Government Area,22-Sep,228
10042,South South,Bayelsa,by Yenagoa Local Government Area,22-Oct,215
10043,South South,Bayelsa,by Yenagoa Local Government Area,22-Nov,253
10044,South South,Bayelsa,by Yenagoa Local Government Area,22-Dec,172
10045,South South,Bayelsa,by Yenagoa Local Government Area,23-Jan,168
10046,South South,Bayelsa,by Yenagoa Local Government Area,23-Feb,170
10047,South South,Bayelsa,by Yenagoa Local Government Area,23-Mar,188
10048,South South,Bayelsa,by Yenagoa Local Government Area,23-Apr,252
10049,South South,Bayelsa,by Yenagoa Local Government Area,23-May,355
10050,South South,Bayelsa,by Yenagoa Local Government Area,23-Jun,352
10051,South South,Bayelsa,by Yenagoa Local Government Area,23-Jul,322
10052,South South,Bayelsa,by Yenagoa Local Government Area,23-Aug,297
10053,South South,Bayelsa,by Yenagoa Local Government Area,23-Sep,264
10054,South South,Bayelsa,by Yenagoa Local Government Area,23-Oct,346
10055,South South,Bayelsa,by Yenagoa Local Government Area,23-Nov,242
10056,South South,Bayelsa,by Yenagoa Local Government Area,23-Dec,295
10057,South South,Bayelsa,by Yenagoa Local Government Area,24-Jan,342
10058,South South,Bayelsa,by Yenagoa Local Government Area,24-Feb,272
10059,South South,Bayelsa,by Yenagoa Local Government Area,24-Mar,361
10060,South South,Bayelsa,by Yenagoa Local Government Area,24-Apr,378
10061,South South,Bayelsa,by Yenagoa Local Government Area,24-May,459
10062,South South,Bayelsa,by Yenagoa Local Government Area,24-Jun,395
10063,South South,Bayelsa,by Yenagoa Local Government Area,24-Jul,419
10064,South South,Bayelsa,by Yenagoa Local Government Area,24-Aug,376
10065,South South,Bayelsa,by Yenagoa Local Government Area,24-Sep,319
10066,South South,Bayelsa,by Yenagoa Local Government Area,24-Oct,316
10067,South South,Bayelsa,by Yenagoa Local Government Area,24-Nov,313
10068,South South,Bayelsa,by Yenagoa Local Government Area,24-Dec,277
10069,South South,Bayelsa,by Yenagoa Local Government Area,25-Jan,249
10070,South South,Bayelsa,by Yenagoa Local Government Area,25-Feb,235
10071,South South,Bayelsa,by Yenagoa Local Government Area,25-Mar,333
10072,South South,Bayelsa,by Yenagoa Local Government Area,25-Apr,400
10073,South South,Bayelsa,by Yenagoa Local Government Area,25-May,410
10074,South South,Bayelsa,by Yenagoa Local Government Area,25-Jun,419
10075,South South,Bayelsa,by Yenagoa Local Government Area,25-Jul,291
10076,South South,Bayelsa,by Yenagoa Local Government Area,25-Aug,340
10077,South South,Bayelsa,by Yenagoa Local Government Area,25-Sep,260
10078,South South,Bayelsa,by Yenagoa Local Government Area,25-Oct,320
10079,South South,Bayelsa,by Yenagoa Local Government Area,25-Nov,137
10080,South South,Bayelsa,by Yenagoa Local Government Area,25-Dec,208
10081,South South,Cross River,cr Abi Local Government Area,21-Jan,241
10082,South South,Cross River,cr Abi Local Government Area,21-Feb,286
10083,South South,Cross River,cr Abi Local Government Area,21-Mar,249
10084,South South,Cross River,cr Abi Local Government Area,21-Apr,241
10085,South South,Cross River,cr Abi Local Government Area,21-May,269
10086,South South,Cross River,cr Abi Local Government Area,21-Jun,321
10087,South South,Cross River,cr Abi Local Government Area,21-Jul,286
10088,South South,Cross River,cr Abi Local Government Area,21-Aug,273
10089,South South,Cross River,cr Abi Local Government Area,21-Sep,282
10090,South South,Cross River,cr Abi Local Government Area,21-Oct,74
10091,South South,Cross River,cr Abi Local Government Area,21-Nov,180
10092,South South,Cross River,cr Abi Local Government Area,21-Dec,245
10093,South South,Cross River,cr Abi Local Government Area,22-Jan,234
10094,South South,Cross River,cr Abi Local Government Area,22-Feb,227
10095,South South,Cross River,cr Abi Local Government Area,22-Mar,161
10096,South South,Cross River,cr Abi Local Government Area,22-Apr,214
10097,South South,Cross River,cr Abi Local Government Area,22-May,216
10098,South South,Cross River,cr Abi Local Government Area,22-Jun,188
10099,South South,Cross River,cr Abi Local Government Area,22-Jul,199
10100,South South,Cross River,cr Abi Local Government Area,22-Aug,176
10101,South South,Cross River,cr Abi Local Government Area,22-Sep,180
10102,South South,Cross River,cr Abi Local Government Area,22-Oct,230
10103,South South,Cross River,cr Abi Local Government Area,22-Nov,197
10104,South South,Cross River,cr Abi Local Government Area,22-Dec,177
10105,South South,Cross River,cr Abi Local Government Area,23-Jan,181
10106,South South,Cross River,cr Abi Local Government Area,23-Feb,195
10107,South South,Cross River,cr Abi Local Government Area,23-Mar,193
10108,South South,Cross River,cr Abi Local Government Area,23-Apr,212
10109,South South,Cross River,cr Abi Local Government Area,23-May,213
10110,South South,Cross River,cr Abi Local Government Area,23-Jun,189
10111,South South,Cross River,cr Abi Local Government Area,23-Jul,170
10112,South South,Cross River,cr Abi Local Government Area,23-Aug,161
10113,South South,Cross River,cr Abi Local Government Area,23-Sep,173
10114,South South,Cross River,cr Abi Local Government Area,23-Oct,191
10115,South South,Cross River,cr Abi Local Government Area,23-Nov,167
10116,South South,Cross River,cr Abi Local Government Area,23-Dec,146
10117,South South,Cross River,cr Abi Local Government Area,24-Jan,212
10118,South South,Cross River,cr Abi Local Government Area,24-Feb,174
10119,South South,Cross River,cr Abi Local Government Area,24-Mar,188
10120,South South,Cross River,cr Abi Local Government Area,24-Apr,193
10121,South South,Cross River,cr Abi Local Government Area,24-May,156
10122,South South,Cross River,cr Abi Local Government Area,24-Jun,173
10123,South South,Cross River,cr Abi Local Government Area,24-Jul,165
10124,South South,Cross River,cr Abi Local Government Area,24-Aug,108
10125,South South,Cross River,cr Abi Local Government Area,24-Sep,168
10126,South South,Cross River,cr Abi Local Government Area,24-Oct,131
10127,South South,Cross River,cr Abi Local Government Area,24-Nov,124
10128,South South,Cross River,cr Abi Local Government Area,24-Dec,124
10129,South South,Cross River,cr Abi Local Government Area,25-Jan,127
10130,South South,Cross River,cr Abi Local Government Area,25-Feb,184
10131,South South,Cross River,cr Abi Local Government Area,25-Mar,177
10132,South South,Cross River,cr Abi Local Government Area,25-Apr,208
10133,South South,Cross River,cr Abi Local Government Area,25-May,206
10134,South South,Cross River,cr Abi Local Government Area,25-Jun,165
10135,South South,Cross River,cr Abi Local Government Area,25-Jul,196
10136,South South,Cross River,cr Abi Local Government Area,25-Aug,189
10137,South South,Cross River,cr Abi Local Government Area,25-Sep,211
10138,South South,Cross River,cr Abi Local Government Area,25-Oct,203
10139,South South,Cross River,cr Abi Local Government Area,25-Nov,244
10140,South South,Cross River,cr Abi Local Government Area,25-Dec,235
10141,South South,Cross River,cr Akamkpa Local Government Area,21-Jan,160
10142,South South,Cross River,cr Akamkpa Local Government Area,21-Feb,290
10143,South South,Cross River,cr Akamkpa Local Government Area,21-Mar,170
10144,South South,Cross River,cr Akamkpa Local Government Area,21-Apr,188
10145,South South,Cross River,cr Akamkpa Local Government Area,21-May,215
10146,South South,Cross River,cr Akamkpa Local Government Area,21-Jun,217
10147,South South,Cross River,cr Akamkpa Local Government Area,21-Jul,220
10148,South South,Cross River,cr Akamkpa Local Government Area,21-Aug,205
10149,South South,Cross River,cr Akamkpa Local Government Area,21-Sep,167
10150,South South,Cross River,cr Akamkpa Local Government Area,21-Oct,26
10151,South South,Cross River,cr Akamkpa Local Government Area,21-Nov,99
10152,South South,Cross River,cr Akamkpa Local Government Area,21-Dec,137
10153,South South,Cross River,cr Akamkpa Local Government Area,22-Jan,113
10154,South South,Cross River,cr Akamkpa Local Government Area,22-Feb,162
10155,South South,Cross River,cr Akamkpa Local Government Area,22-Mar,152
10156,South South,Cross River,cr Akamkpa Local Government Area,22-Apr,167
10157,South South,Cross River,cr Akamkpa Local Government Area,22-May,213
10158,South South,Cross River,cr Akamkpa Local Government Area,22-Jun,208
10159,South South,Cross River,cr Akamkpa Local Government Area,22-Jul,173
10160,South South,Cross River,cr Akamkpa Local Government Area,22-Aug,179
10161,South South,Cross River,cr Akamkpa Local Government Area,22-Sep,200
10162,South South,Cross River,cr Akamkpa Local Government Area,22-Oct,172
10163,South South,Cross River,cr Akamkpa Local Government Area,22-Nov,210
10164,South South,Cross River,cr Akamkpa Local Government Area,22-Dec,208
10165,South South,Cross River,cr Akamkpa Local Government Area,23-Jan,178
10166,South South,Cross River,cr Akamkpa Local Government Area,23-Feb,164
10167,South South,Cross River,cr Akamkpa Local Government Area,23-Mar,196
10168,South South,Cross River,cr Akamkpa Local Government Area,23-Apr,278
10169,South South,Cross River,cr Akamkpa Local Government Area,23-May,230
10170,South South,Cross River,cr Akamkpa Local Government Area,23-Jun,229
10171,South South,Cross River,cr Akamkpa Local Government Area,23-Jul,240
10172,South South,Cross River,cr Akamkpa Local Government Area,23-Aug,197
10173,South South,Cross River,cr Akamkpa Local Government Area,23-Sep,191
10174,South South,Cross River,cr Akamkpa Local Government Area,23-Oct,206
10175,South South,Cross River,cr Akamkpa Local Government Area,23-Nov,204
10176,South South,Cross River,cr Akamkpa Local Government Area,23-Dec,210
10177,South South,Cross River,cr Akamkpa Local Government Area,24-Jan,199
10178,South South,Cross River,cr Akamkpa Local Government Area,24-Feb,273
10179,South South,Cross River,cr Akamkpa Local Government Area,24-Mar,228
10180,South South,Cross River,cr Akamkpa Local Government Area,24-Apr,277
10181,South South,Cross River,cr Akamkpa Local Government Area,24-May,209
10182,South South,Cross River,cr Akamkpa Local Government Area,24-Jun,231
10183,South South,Cross River,cr Akamkpa Local Government Area,24-Jul,233
10184,South South,Cross River,cr Akamkpa Local Government Area,24-Aug,205
10185,South South,Cross River,cr Akamkpa Local Government Area,24-Sep,257
10186,South South,Cross River,cr Akamkpa Local Government Area,24-Oct,208
10187,South South,Cross River,cr Akamkpa Local Government Area,24-Nov,242
10188,South South,Cross River,cr Akamkpa Local Government Area,24-Dec,213
10189,South South,Cross River,cr Akamkpa Local Government Area,25-Jan,232
10190,South South,Cross River,cr Akamkpa Local Government Area,25-Feb,179
10191,South South,Cross River,cr Akamkpa Local Government Area,25-Mar,228
10192,South South,Cross River,cr Akamkpa Local Government Area,25-Apr,257
10193,South South,Cross River,cr Akamkpa Local Government Area,25-May,255
10194,South South,Cross River,cr Akamkpa Local Government Area,25-Jun,246
10195,South South,Cross River,cr Akamkpa Local Government Area,25-Jul,252
10196,South South,Cross River,cr Akamkpa Local Government Area,25-Aug,181
10197,South South,Cross River,cr Akamkpa Local Government Area,25-Sep,244
10198,South South,Cross River,cr Akamkpa Local Government Area,25-Oct,217
10199,South South,Cross River,cr Akamkpa Local Government Area,25-Nov,204
10200,South South,Cross River,cr Akamkpa Local Government Area,25-Dec,177
10201,South South,Cross River,cr Akpabuyo Local Government Area,21-Jan,144
10202,South South,Cross River,cr Akpabuyo Local Government Area,21-Feb,130
10203,South South,Cross River,cr Akpabuyo Local Government Area,21-Mar,106
10204,South South,Cross River,cr Akpabuyo Local Government Area,21-Apr,115
10205,South South,Cross River,cr Akpabuyo Local Government Area,21-May,121
10206,South South,Cross River,cr Akpabuyo Local Government Area,21-Jun,193
10207,South South,Cross River,cr Akpabuyo Local Government Area,21-Jul,196
10208,South South,Cross River,cr Akpabuyo Local Government Area,21-Aug,138
10209,South South,Cross River,cr Akpabuyo Local Government Area,21-Sep,128
10210,South South,Cross River,cr Akpabuyo Local Government Area,21-Oct,37
10211,South South,Cross River,cr Akpabuyo Local Government Area,21-Nov,64
10212,South South,Cross River,cr Akpabuyo Local Government Area,21-Dec,116
10213,South South,Cross River,cr Akpabuyo Local Government Area,22-Jan,70
10214,South South,Cross River,cr Akpabuyo Local Government Area,22-Feb,88
10215,South South,Cross River,cr Akpabuyo Local Government Area,22-Mar,84
10216,South South,Cross River,cr Akpabuyo Local Government Area,22-Apr,73
10217,South South,Cross River,cr Akpabuyo Local Government Area,22-May,90
10218,South South,Cross River,cr Akpabuyo Local Government Area,22-Jun,100
10219,South South,Cross River,cr Akpabuyo Local Government Area,22-Jul,110
10220,South South,Cross River,cr Akpabuyo Local Government Area,22-Aug,124
10221,South South,Cross River,cr Akpabuyo Local Government Area,22-Sep,147
10222,South South,Cross River,cr Akpabuyo Local Government Area,22-Oct,77
10223,South South,Cross River,cr Akpabuyo Local Government Area,22-Nov,89
10224,South South,Cross River,cr Akpabuyo Local Government Area,22-Dec,64
10225,South South,Cross River,cr Akpabuyo Local Government Area,23-Jan,62
10226,South South,Cross River,cr Akpabuyo Local Government Area,23-Feb,69
10227,South South,Cross River,cr Akpabuyo Local Government Area,23-Mar,71
10228,South South,Cross River,cr Akpabuyo Local Government Area,23-Apr,84
10229,South South,Cross River,cr Akpabuyo Local Government Area,23-May,95
10230,South South,Cross River,cr Akpabuyo Local Government Area,23-Jun,71
10231,South South,Cross River,cr Akpabuyo Local Government Area,23-Jul,67
10232,South South,Cross River,cr Akpabuyo Local Government Area,23-Aug,48
10233,South South,Cross River,cr Akpabuyo Local Government Area,23-Sep,50
10234,South South,Cross River,cr Akpabuyo Local Government Area,23-Oct,103
10235,South South,Cross River,cr Akpabuyo Local Government Area,23-Nov,100
10236,South South,Cross River,cr Akpabuyo Local Government Area,23-Dec,36
10237,South South,Cross River,cr Akpabuyo Local Government Area,24-Jan,67
10238,South South,Cross River,cr Akpabuyo Local Government Area,24-Feb,64
10239,South South,Cross River,cr Akpabuyo Local Government Area,24-Mar,52
10240,South South,Cross River,cr Akpabuyo Local Government Area,24-Apr,25
10241,South South,Cross River,cr Akpabuyo Local Government Area,24-May,68
10242,South South,Cross River,cr Akpabuyo Local Government Area,24-Jun,68
10243,South South,Cross River,cr Akpabuyo Local Government Area,24-Jul,57
10244,South South,Cross River,cr Akpabuyo Local Government Area,24-Aug,40
10245,South South,Cross River,cr Akpabuyo Local Government Area,24-Sep,57
10246,South South,Cross River,cr Akpabuyo Local Government Area,24-Oct,50
10247,South South,Cross River,cr Akpabuyo Local Government Area,24-Nov,47
10248,South South,Cross River,cr Akpabuyo Local Government Area,24-Dec,40
10249,South South,Cross River,cr Akpabuyo Local Government Area,25-Jan,51
10250,South South,Cross River,cr Akpabuyo Local Government Area,25-Feb,48
10251,South South,Cross River,cr Akpabuyo Local Government Area,25-Mar,76
10252,South South,Cross River,cr Akpabuyo Local Government Area,25-Apr,93
10253,South South,Cross River,cr Akpabuyo Local Government Area,25-May,80
10254,South South,Cross River,cr Akpabuyo Local Government Area,25-Jun,84
10255,South South,Cross River,cr Akpabuyo Local Government Area,25-Jul,72
10256,South South,Cross River,cr Akpabuyo Local Government Area,25-Aug,56
10257,South South,Cross River,cr Akpabuyo Local Government Area,25-Sep,90
10258,South South,Cross River,cr Akpabuyo Local Government Area,25-Oct,85
10259,South South,Cross River,cr Akpabuyo Local Government Area,25-Nov,84
10260,South South,Cross River,cr Akpabuyo Local Government Area,25-Dec,69
10261,South South,Cross River,cr Bakassi Local Government Area,21-Jan,53
10262,South South,Cross River,cr Bakassi Local Government Area,21-Feb,57
10263,South South,Cross River,cr Bakassi Local Government Area,21-Mar,42
10264,South South,Cross River,cr Bakassi Local Government Area,21-Apr,52
10265,South South,Cross River,cr Bakassi Local Government Area,21-May,43
10266,South South,Cross River,cr Bakassi Local Government Area,21-Jun,49
10267,South South,Cross River,cr Bakassi Local Government Area,21-Jul,34
10268,South South,Cross River,cr Bakassi Local Government Area,21-Aug,37
10269,South South,Cross River,cr Bakassi Local Government Area,21-Sep,33
10270,South South,Cross River,cr Bakassi Local Government Area,21-Oct,3
10271,South South,Cross River,cr Bakassi Local Government Area,21-Nov,13
10272,South South,Cross River,cr Bakassi Local Government Area,21-Dec,19
10273,South South,Cross River,cr Bakassi Local Government Area,22-Jan,26
10274,South South,Cross River,cr Bakassi Local Government Area,22-Feb,23
10275,South South,Cross River,cr Bakassi Local Government Area,22-Mar,37
10276,South South,Cross River,cr Bakassi Local Government Area,22-Apr,23
10277,South South,Cross River,cr Bakassi Local Government Area,22-May,25
10278,South South,Cross River,cr Bakassi Local Government Area,22-Jun,26
10279,South South,Cross River,cr Bakassi Local Government Area,22-Jul,21
10280,South South,Cross River,cr Bakassi Local Government Area,22-Aug,13
10281,South South,Cross River,cr Bakassi Local Government Area,22-Sep,28
10282,South South,Cross River,cr Bakassi Local Government Area,22-Oct,25
10283,South South,Cross River,cr Bakassi Local Government Area,22-Nov,19
10284,South South,Cross River,cr Bakassi Local Government Area,22-Dec,6
10285,South South,Cross River,cr Bakassi Local Government Area,23-Jan,20
10286,South South,Cross River,cr Bakassi Local Government Area,23-Feb,16
10287,South South,Cross River,cr Bakassi Local Government Area,23-Mar,21
10288,South South,Cross River,cr Bakassi Local Government Area,23-Apr,36
10289,South South,Cross River,cr Bakassi Local Government Area,23-May,30
10290,South South,Cross River,cr Bakassi Local Government Area,23-Jun,24
10291,South South,Cross River,cr Bakassi Local Government Area,23-Jul,22
10292,South South,Cross River,cr Bakassi Local Government Area,23-Aug,42
10293,South South,Cross River,cr Bakassi Local Government Area,23-Sep,27
10294,South South,Cross River,cr Bakassi Local Government Area,23-Oct,29
10295,South South,Cross River,cr Bakassi Local Government Area,23-Nov,27
10296,South South,Cross River,cr Bakassi Local Government Area,23-Dec,24
10297,South South,Cross River,cr Bakassi Local Government Area,24-Jan,26
10298,South South,Cross River,cr Bakassi Local Government Area,24-Feb,27
10299,South South,Cross River,cr Bakassi Local Government Area,24-Mar,26
10300,South South,Cross River,cr Bakassi Local Government Area,24-Apr,20
