row_id,zone,state,lga,period,live_births_count
35105,South West,Ondo,on Akoko South East Local Government Area,21-May,58
35106,South West,Ondo,on Akoko South East Local Government Area,21-Jun,65
35107,South West,Ondo,on Akoko South East Local Government Area,21-Jul,39
35108,South West,Ondo,on Akoko South East Local Government Area,21-Aug,59
35109,South West,Ondo,on Akoko South East Local Government Area,21-Sep,52
35110,South West,Ondo,on Akoko South East Local Government Area,21-Oct,42
35111,South West,Ondo,on Akoko South East Local Government Area,21-Nov,32
35112,South West,Ondo,on Akoko South East Local Government Area,21-Dec,56
35113,South West,Ondo,on Akoko South East Local Government Area,22-Jan,48
35114,South West,Ondo,on Akoko South East Local Government Area,22-Feb,55
35115,South West,Ondo,on Akoko South East Local Government Area,22-Mar,43
35116,South West,Ondo,on Akoko South East Local Government Area,22-Apr,39
35117,South West,Ondo,on Akoko South East Local Government Area,22-May,93
35118,South West,Ondo,on Akoko South East Local Government Area,22-Jun,43
35119,South West,Ondo,on Akoko South East Local Government Area,22-Jul,56
35120,South West,Ondo,on Akoko South East Local Government Area,22-Aug,49
35121,South West,Ondo,on Akoko South East Local Government Area,22-Sep,39
35122,South West,Ondo,on Akoko South East Local Government Area,22-Oct,62
35123,South West,Ondo,on Akoko South East Local Government Area,22-Nov,53
35124,South West,Ondo,on Akoko South East Local Government Area,22-Dec,25
35125,South West,Ondo,on Akoko South East Local Government Area,23-Jan,53
35126,South West,Ondo,on Akoko South East Local Government Area,23-Feb,47
35127,South West,Ondo,on Akoko South East Local Government Area,23-Mar,46
35128,South West,Ondo,on Akoko South East Local Government Area,23-Apr,42
35129,South West,Ondo,on Akoko South East Local Government Area,23-May,54
35130,South West,Ondo,on Akoko South East Local Government Area,23-Jun,43
35131,South West,Ondo,on Akoko South East Local Government Area,23-Jul,44
35132,South West,Ondo,on Akoko South East Local Government Area,23-Aug,37
35133,South West,Ondo,on Akoko South East Local Government Area,23-Sep,43
35134,South West,Ondo,on Akoko South East Local Government Area,23-Oct,53
35135,South West,Ondo,on Akoko South East Local Government Area,23-Nov,35
35136,South West,Ondo,on Akoko South East Local Government Area,23-Dec,46
35137,South West,Ondo,on Akoko South East Local Government Area,24-Jan,52
35138,South West,Ondo,on Akoko South East Local Government Area,24-Feb,39
35139,South West,Ondo,on Akoko South East Local Government Area,24-Mar,38
35140,South West,Ondo,on Akoko South East Local Government Area,24-Apr,30
35141,South West,Ondo,on Akoko South East Local Government Area,24-May,44
35142,South West,Ondo,on Akoko South East Local Government Area,24-Jun,42
35143,South West,Ondo,on Akoko South East Local Government Area,24-Jul,37
35144,South West,Ondo,on Akoko South East Local Government Area,24-Aug,40
35145,South West,Ondo,on Akoko South East Local Government Area,24-Sep,50
35146,South West,Ondo,on Akoko South East Local Government Area,24-Oct,57
35147,South West,Ondo,on Akoko South East Local Government Area,24-Nov,40
35148,South West,Ondo,on Akoko South East Local Government Area,24-Dec,24
35149,South West,Ondo,on Akoko South East Local Government Area,25-Jan,27
35150,South West,Ondo,on Akoko South East Local Government Area,25-Feb,28
35151,South West,Ondo,on Akoko South East Local Government Area,25-Mar,59
35152,South West,Ondo,on Akoko South East Local Government Area,25-Apr,69
35153,South West,Ondo,on Akoko South East Local Government Area,25-May,44
35154,South West,Ondo,on Akoko South East Local Government Area,25-Jun,42
35155,South West,Ondo,on Akoko South East Local Government Area,25-Jul,46
35156,South West,Ondo,on Akoko South East Local Government Area,25-Aug,59
35157,South West,Ondo,on Akoko South East Local Government Area,25-Sep,51
35158,South West,Ondo,on Akoko South East Local Government Area,25-Oct,52
35159,South West,Ondo,on Akoko South East Local Government Area,25-Nov,40
35160,South West,Ondo,on Akoko South East Local Government Area,25-Dec,34
35161,South West,Ondo,on Akoko South West Local Government Area,21-Jan,152
35162,South West,Ondo,on Akoko South West Local Government Area,21-Feb,142
35163,South West,Ondo,on Akoko South West Local Government Area,21-Mar,134
35164,South West,Ondo,on Akoko South West Local Government Area,21-Apr,141
35165,South West,Ondo,on Akoko South West Local Government Area,21-May,161
35166,South West,Ondo,on Akoko South West Local Government Area,21-Jun,149
35167,South West,Ondo,on Akoko South West Local Government Area,21-Jul,116
35168,South West,Ondo,on Akoko South West Local Government Area,21-Aug,117
35169,South West,Ondo,on Akoko South West Local Government Area,21-Sep,115
35170,South West,Ondo,on Akoko South West Local Government Area,21-Oct,138
35171,South West,Ondo,on Akoko South West Local Government Area,21-Nov,118
35172,South West,Ondo,on Akoko South West Local Government Area,21-Dec,128
35173,South West,Ondo,on Akoko South West Local Government Area,22-Jan,90
35174,South West,Ondo,on Akoko South West Local Government Area,22-Feb,100
35175,South West,Ondo,on Akoko South West Local Government Area,22-Mar,124
35176,South West,Ondo,on Akoko South West Local Government Area,22-Apr,134
35177,South West,Ondo,on Akoko South West Local Government Area,22-May,120
35178,South West,Ondo,on Akoko South West Local Government Area,22-Jun,116
35179,South West,Ondo,on Akoko South West Local Government Area,22-Jul,108
35180,South West,Ondo,on Akoko South West Local Government Area,22-Aug,128
35181,South West,Ondo,on Akoko South West Local Government Area,22-Sep,141
35182,South West,Ondo,on Akoko South West Local Government Area,22-Oct,98
35183,South West,Ondo,on Akoko South West Local Government Area,22-Nov,140
35184,South West,Ondo,on Akoko South West Local Government Area,22-Dec,130
35185,South West,Ondo,on Akoko South West Local Government Area,23-Jan,110
35186,South West,Ondo,on Akoko South West Local Government Area,23-Feb,94
35187,South West,Ondo,on Akoko South West Local Government Area,23-Mar,125
35188,South West,Ondo,on Akoko South West Local Government Area,23-Apr,157
35189,South West,Ondo,on Akoko South West Local Government Area,23-May,123
35190,South West,Ondo,on Akoko South West Local Government Area,23-Jun,123
35191,South West,Ondo,on Akoko South West Local Government Area,23-Jul,128
35192,South West,Ondo,on Akoko South West Local Government Area,23-Aug,118
35193,South West,Ondo,on Akoko South West Local Government Area,23-Sep,134
35194,South West,Ondo,on Akoko South West Local Government Area,23-Oct,154
35195,South West,Ondo,on Akoko South West Local Government Area,23-Nov,138
35196,South West,Ondo,on Akoko South West Local Government Area,23-Dec,99
35197,South West,Ondo,on Akoko South West Local Government Area,24-Jan,112
35198,South West,Ondo,on Akoko South West Local Government Area,24-Feb,85
35199,South West,Ondo,on Akoko South West Local Government Area,24-Mar,136
35200,South West,Ondo,on Akoko South West Local Government Area,24-Apr,132
35201,South West,Ondo,on Akoko South West Local Government Area,24-May,112
35202,South West,Ondo,on Akoko South West Local Government Area,24-Jun,99
35203,South West,Ondo,on Akoko South West Local Government Area,24-Jul,127
35204,South West,Ondo,on Akoko South West Local Government Area,24-Aug,115
35205,South West,Ondo,on Akoko South West Local Government Area,24-Sep,133
35206,South West,Ondo,on Akoko South West Local Government Area,24-Oct,111
35207,South West,Ondo,on Akoko South West Local Government Area,24-Nov,99
35208,South West,Ondo,on Akoko South West Local Government Area,24-Dec,99
35209,South West,Ondo,on Akoko South West Local Government Area,25-Jan,100
35210,South West,Ondo,on Akoko South West Local Government Area,25-Feb,104
35211,South West,Ondo,on Akoko South West Local Government Area,25-Mar,149
35212,South West,Ondo,on Akoko South West Local Government Area,25-Apr,150
35213,South West,Ondo,on Akoko South West Local Government Area,25-May,134
35214,South West,Ondo,on Akoko South West Local Government Area,25-Jun,132
35215,South West,Ondo,on Akoko South West Local Government Area,25-Jul,121
35216,South West,Ondo,on Akoko South West Local Government Area,25-Aug,132
35217,South West,Ondo,on Akoko South West Local Government Area,25-Sep,142
35218,South West,Ondo,on Akoko South West Local Government Area,25-Oct,149
35219,South West,Ondo,on Akoko South West Local Government Area,25-Nov,150
35220,South West,Ondo,on Akoko South West Local Government Area,25-Dec,118
35221,South West,Ondo,on Akure North Local Government Area,21-Jan,125
35222,South West,Ondo,on Akure North Local Government Area,21-Feb,104
35223,South West,Ondo,on Akure North Local Government Area,21-Mar,118
35224,South West,Ondo,on Akure North Local Government Area,21-Apr,121
35225,South West,Ondo,on Akure North Local Government Area,21-May,136
35226,South West,Ondo,on Akure North Local Government Area,21-Jun,130
35227,South West,Ondo,on Akure North Local Government Area,21-Jul,112
35228,South West,Ondo,on Akure North Local Government Area,21-Aug,81
35229,South West,Ondo,on Akure North Local Government Area,21-Sep,111
35230,South West,Ondo,on Akure North Local Government Area,21-Oct,95
35231,South West,Ondo,on Akure North Local Government Area,21-Nov,79
35232,South West,Ondo,on Akure North Local Government Area,21-Dec,87
35233,South West,Ondo,on Akure North Local Government Area,22-Jan,92
35234,South West,Ondo,on Akure North Local Government Area,22-Feb,93
35235,South West,Ondo,on Akure North Local Government Area,22-Mar,96
35236,South West,Ondo,on Akure North Local Government Area,22-Apr,142
35237,South West,Ondo,on Akure North Local Government Area,22-May,126
35238,South West,Ondo,on Akure North Local Government Area,22-Jun,104
35239,South West,Ondo,on Akure North Local Government Area,22-Jul,132
35240,South West,Ondo,on Akure North Local Government Area,22-Aug,104
35241,South West,Ondo,on Akure North Local Government Area,22-Sep,94
35242,South West,Ondo,on Akure North Local Government Area,22-Oct,110
35243,South West,Ondo,on Akure North Local Government Area,22-Nov,88
35244,South West,Ondo,on Akure North Local Government Area,22-Dec,76
35245,South West,Ondo,on Akure North Local Government Area,23-Jan,93
35246,South West,Ondo,on Akure North Local Government Area,23-Feb,79
35247,South West,Ondo,on Akure North Local Government Area,23-Mar,99
35248,South West,Ondo,on Akure North Local Government Area,23-Apr,99
35249,South West,Ondo,on Akure North Local Government Area,23-May,93
35250,South West,Ondo,on Akure North Local Government Area,23-Jun,95
35251,South West,Ondo,on Akure North Local Government Area,23-Jul,102
35252,South West,Ondo,on Akure North Local Government Area,23-Aug,89
35253,South West,Ondo,on Akure North Local Government Area,23-Sep,102
35254,South West,Ondo,on Akure North Local Government Area,23-Oct,119
35255,South West,Ondo,on Akure North Local Government Area,23-Nov,101
35256,South West,Ondo,on Akure North Local Government Area,23-Dec,85
35257,South West,Ondo,on Akure North Local Government Area,24-Jan,88
35258,South West,Ondo,on Akure North Local Government Area,24-Feb,90
35259,South West,Ondo,on Akure North Local Government Area,24-Mar,96
35260,South West,Ondo,on Akure North Local Government Area,24-Apr,114
35261,South West,Ondo,on Akure North Local Government Area,24-May,84
35262,South West,Ondo,on Akure North Local Government Area,24-Jun,89
35263,South West,Ondo,on Akure North Local Government Area,24-Jul,112
35264,South West,Ondo,on Akure North Local Government Area,24-Aug,84
35265,South West,Ondo,on Akure North Local Government Area,24-Sep,111
35266,South West,Ondo,on Akure North Local Government Area,24-Oct,112
35267,South West,Ondo,on Akure North Local Government Area,24-Nov,98
35268,South West,Ondo,on Akure North Local Government Area,24-Dec,101
35269,South West,Ondo,on Akure North Local Government Area,25-Jan,76
35270,South West,Ondo,on Akure North Local Government Area,25-Feb,93
35271,South West,Ondo,on Akure North Local Government Area,25-Mar,107
35272,South West,Ondo,on Akure North Local Government Area,25-Apr,130
35273,South West,Ondo,on Akure North Local Government Area,25-May,116
35274,South West,Ondo,on Akure North Local Government Area,25-Jun,110
35275,South West,Ondo,on Akure North Local Government Area,25-Jul,113
35276,South West,Ondo,on Akure North Local Government Area,25-Aug,98
35277,South West,Ondo,on Akure North Local Government Area,25-Sep,99
35278,South West,Ondo,on Akure North Local Government Area,25-Oct,113
35279,South West,Ondo,on Akure North Local Government Area,25-Nov,88
35280,South West,Ondo,on Akure North Local Government Area,25-Dec,92
35281,South West,Ondo,on Akure South Local Government Area,21-Jan,451
35282,South West,Ondo,on Akure South Local Government Area,21-Feb,392
35283,South West,Ondo,on Akure South Local Government Area,21-Mar,370
35284,South West,Ondo,on Akure South Local Government Area,21-Apr,"4,166"
35285,South West,Ondo,on Akure South Local Government Area,21-May,617
35286,South West,Ondo,on Akure South Local Government Area,21-Jun,402
35287,South West,Ondo,on Akure South Local Government Area,21-Jul,373
35288,South West,Ondo,on Akure South Local Government Area,21-Aug,372
35289,South West,Ondo,on Akure South Local Government Area,21-Sep,468
35290,South West,Ondo,on Akure South Local Government Area,21-Oct,547
35291,South West,Ondo,on Akure South Local Government Area,21-Nov,573
35292,South West,Ondo,on Akure South Local Government Area,21-Dec,584
35293,South West,Ondo,on Akure South Local Government Area,22-Jan,553
35294,South West,Ondo,on Akure South Local Government Area,22-Feb,505
35295,South West,Ondo,on Akure South Local Government Area,22-Mar,596
35296,South West,Ondo,on Akure South Local Government Area,22-Apr,551
35297,South West,Ondo,on Akure South Local Government Area,22-May,603
35298,South West,Ondo,on Akure South Local Government Area,22-Jun,529
35299,South West,Ondo,on Akure South Local Government Area,22-Jul,482
35300,South West,Ondo,on Akure South Local Government Area,22-Aug,478
35301,South West,Ondo,on Akure South Local Government Area,22-Sep,501
35302,South West,Ondo,on Akure South Local Government Area,22-Oct,588
35303,South West,Ondo,on Akure South Local Government Area,22-Nov,597
35304,South West,Ondo,on Akure South Local Government Area,22-Dec,455
35305,South West,Ondo,on Akure South Local Government Area,23-Jan,547
35306,South West,Ondo,on Akure South Local Government Area,23-Feb,446
35307,South West,Ondo,on Akure South Local Government Area,23-Mar,411
35308,South West,Ondo,on Akure South Local Government Area,23-Apr,539
35309,South West,Ondo,on Akure South Local Government Area,23-May,589
35310,South West,Ondo,on Akure South Local Government Area,23-Jun,489
35311,South West,Ondo,on Akure South Local Government Area,23-Jul,496
35312,South West,Ondo,on Akure South Local Government Area,23-Aug,443
35313,South West,Ondo,on Akure South Local Government Area,23-Sep,473
35314,South West,Ondo,on Akure South Local Government Area,23-Oct,482
35315,South West,Ondo,on Akure South Local Government Area,23-Nov,446
35316,South West,Ondo,on Akure South Local Government Area,23-Dec,448
35317,South West,Ondo,on Akure South Local Government Area,24-Jan,419
35318,South West,Ondo,on Akure South Local Government Area,24-Feb,434
35319,South West,Ondo,on Akure South Local Government Area,24-Mar,491
35320,South West,Ondo,on Akure South Local Government Area,24-Apr,477
35321,South West,Ondo,on Akure South Local Government Area,24-May,484
35322,South West,Ondo,on Akure South Local Government Area,24-Jun,444
35323,South West,Ondo,on Akure South Local Government Area,24-Jul,466
35324,South West,Ondo,on Akure South Local Government Area,24-Aug,410
35325,South West,Ondo,on Akure South Local Government Area,24-Sep,522
35326,South West,Ondo,on Akure South Local Government Area,24-Oct,513
35327,South West,Ondo,on Akure South Local Government Area,24-Nov,473
35328,South West,Ondo,on Akure South Local Government Area,24-Dec,413
35329,South West,Ondo,on Akure South Local Government Area,25-Jan,366
35330,South West,Ondo,on Akure South Local Government Area,25-Feb,378
35331,South West,Ondo,on Akure South Local Government Area,25-Mar,520
35332,South West,Ondo,on Akure South Local Government Area,25-Apr,492
35333,South West,Ondo,on Akure South Local Government Area,25-May,559
35334,South West,Ondo,on Akure South Local Government Area,25-Jun,546
35335,South West,Ondo,on Akure South Local Government Area,25-Jul,508
35336,South West,Ondo,on Akure South Local Government Area,25-Aug,435
35337,South West,Ondo,on Akure South Local Government Area,25-Sep,503
35338,South West,Ondo,on Akure South Local Government Area,25-Oct,519
35339,South West,Ondo,on Akure South Local Government Area,25-Nov,436
35340,South West,Ondo,on Akure South Local Government Area,25-Dec,437
35341,South West,Ondo,on Ese Odo Local Government Area,21-Jan,102
35342,South West,Ondo,on Ese Odo Local Government Area,21-Feb,81
35343,South West,Ondo,on Ese Odo Local Government Area,21-Mar,91
35344,South West,Ondo,on Ese Odo Local Government Area,21-Apr,84
35345,South West,Ondo,on Ese Odo Local Government Area,21-May,93
35346,South West,Ondo,on Ese Odo Local Government Area,21-Jun,83
35347,South West,Ondo,on Ese Odo Local Government Area,21-Jul,71
35348,South West,Ondo,on Ese Odo Local Government Area,21-Aug,56
35349,South West,Ondo,on Ese Odo Local Government Area,21-Sep,59
35350,South West,Ondo,on Ese Odo Local Government Area,21-Oct,51
35351,South West,Ondo,on Ese Odo Local Government Area,21-Nov,53
35352,South West,Ondo,on Ese Odo Local Government Area,21-Dec,74
35353,South West,Ondo,on Ese Odo Local Government Area,22-Jan,41
35354,South West,Ondo,on Ese Odo Local Government Area,22-Feb,63
35355,South West,Ondo,on Ese Odo Local Government Area,22-Mar,65
35356,South West,Ondo,on Ese Odo Local Government Area,22-Apr,52
35357,South West,Ondo,on Ese Odo Local Government Area,22-May,55
35358,South West,Ondo,on Ese Odo Local Government Area,22-Jun,55
35359,South West,Ondo,on Ese Odo Local Government Area,22-Jul,52
35360,South West,Ondo,on Ese Odo Local Government Area,22-Aug,57
35361,South West,Ondo,on Ese Odo Local Government Area,22-Sep,47
35362,South West,Ondo,on Ese Odo Local Government Area,22-Oct,50
35363,South West,Ondo,on Ese Odo Local Government Area,22-Nov,57
35364,South West,Ondo,on Ese Odo Local Government Area,22-Dec,53
35365,South West,Ondo,on Ese Odo Local Government Area,23-Jan,48
35366,South West,Ondo,on Ese Odo Local Government Area,23-Feb,45
35367,South West,Ondo,on Ese Odo Local Government Area,23-Mar,44
35368,South West,Ondo,on Ese Odo Local Government Area,23-Apr,48
35369,South West,Ondo,on Ese Odo Local Government Area,23-May,43
35370,South West,Ondo,on Ese Odo Local Government Area,23-Jun,50
35371,South West,Ondo,on Ese Odo Local Government Area,23-Jul,46
35372,South West,Ondo,on Ese Odo Local Government Area,23-Aug,32
35373,South West,Ondo,on Ese Odo Local Government Area,23-Sep,38
35374,South West,Ondo,on Ese Odo Local Government Area,23-Oct,30
35375,South West,Ondo,on Ese Odo Local Government Area,23-Nov,32
35376,South West,Ondo,on Ese Odo Local Government Area,23-Dec,38
35377,South West,Ondo,on Ese Odo Local Government Area,24-Jan,30
35378,South West,Ondo,on Ese Odo Local Government Area,24-Feb,38
35379,South West,Ondo,on Ese Odo Local Government Area,24-Mar,30
35380,South West,Ondo,on Ese Odo Local Government Area,24-Apr,40
35381,South West,Ondo,on Ese Odo Local Government Area,24-May,46
35382,South West,Ondo,on Ese Odo Local Government Area,24-Jun,27
35383,South West,Ondo,on Ese Odo Local Government Area,24-Jul,25
35384,South West,Ondo,on Ese Odo Local Government Area,24-Aug,36
35385,South West,Ondo,on Ese Odo Local Government Area,24-Sep,34
35386,South West,Ondo,on Ese Odo Local Government Area,24-Oct,32
35387,South West,Ondo,on Ese Odo Local Government Area,24-Nov,24
35388,South West,Ondo,on Ese Odo Local Government Area,24-Dec,26
35389,South West,Ondo,on Ese Odo Local Government Area,25-Jan,42
35390,South West,Ondo,on Ese Odo Local Government Area,25-Feb,43
35391,South West,Ondo,on Ese Odo Local Government Area,25-Mar,57
35392,South West,Ondo,on Ese Odo Local Government Area,25-Apr,58
35393,South West,Ondo,on Ese Odo Local Government Area,25-May,63
35394,South West,Ondo,on Ese Odo Local Government Area,25-Jun,58
35395,South West,Ondo,on Ese Odo Local Government Area,25-Jul,52
35396,South West,Ondo,on Ese Odo Local Government Area,25-Aug,70
35397,South West,Ondo,on Ese Odo Local Government Area,25-Sep,66
35398,South West,Ondo,on Ese Odo Local Government Area,25-Oct,79
35399,South West,Ondo,on Ese Odo Local Government Area,25-Nov,71
35400,South West,Ondo,on Ese Odo Local Government Area,25-Dec,82
35401,South West,Ondo,on Idanre Local Government Area,21-Jan,99
35402,South West,Ondo,on Idanre Local Government Area,21-Feb,74
35403,South West,Ondo,on Idanre Local Government Area,21-Mar,108
35404,South West,Ondo,on Idanre Local Government Area,21-Apr,144
35405,South West,Ondo,on Idanre Local Government Area,21-May,90
35406,South West,Ondo,on Idanre Local Government Area,21-Jun,78
35407,South West,Ondo,on Idanre Local Government Area,21-Jul,103
35408,South West,Ondo,on Idanre Local Government Area,21-Aug,65
35409,South West,Ondo,on Idanre Local Government Area,21-Sep,107
35410,South West,Ondo,on Idanre Local Government Area,21-Oct,115
35411,South West,Ondo,on Idanre Local Government Area,21-Nov,109
35412,South West,Ondo,on Idanre Local Government Area,21-Dec,81
35413,South West,Ondo,on Idanre Local Government Area,22-Jan,92
35414,South West,Ondo,on Idanre Local Government Area,22-Feb,78
35415,South West,Ondo,on Idanre Local Government Area,22-Mar,108
35416,South West,Ondo,on Idanre Local Government Area,22-Apr,130
35417,South West,Ondo,on Idanre Local Government Area,22-May,134
35418,South West,Ondo,on Idanre Local Government Area,22-Jun,98
35419,South West,Ondo,on Idanre Local Government Area,22-Jul,101
35420,South West,Ondo,on Idanre Local Government Area,22-Aug,101
35421,South West,Ondo,on Idanre Local Government Area,22-Sep,90
35422,South West,Ondo,on Idanre Local Government Area,22-Oct,126
35423,South West,Ondo,on Idanre Local Government Area,22-Nov,118
35424,South West,Ondo,on Idanre Local Government Area,22-Dec,93
35425,South West,Ondo,on Idanre Local Government Area,23-Jan,78
35426,South West,Ondo,on Idanre Local Government Area,23-Feb,130
35427,South West,Ondo,on Idanre Local Government Area,23-Mar,110
35428,South West,Ondo,on Idanre Local Government Area,23-Apr,96
35429,South West,Ondo,on Idanre Local Government Area,23-May,119
35430,South West,Ondo,on Idanre Local Government Area,23-Jun,140
35431,South West,Ondo,on Idanre Local Government Area,23-Jul,98
35432,South West,Ondo,on Idanre Local Government Area,23-Aug,100
35433,South West,Ondo,on Idanre Local Government Area,23-Sep,108
35434,South West,Ondo,on Idanre Local Government Area,23-Oct,110
35435,South West,Ondo,on Idanre Local Government Area,23-Nov,93
35436,South West,Ondo,on Idanre Local Government Area,23-Dec,98
35437,South West,Ondo,on Idanre Local Government Area,24-Jan,77
35438,South West,Ondo,on Idanre Local Government Area,24-Feb,94
35439,South West,Ondo,on Idanre Local Government Area,24-Mar,125
35440,South West,Ondo,on Idanre Local Government Area,24-Apr,131
35441,South West,Ondo,on Idanre Local Government Area,24-May,103
35442,South West,Ondo,on Idanre Local Government Area,24-Jun,93
35443,South West,Ondo,on Idanre Local Government Area,24-Jul,97
35444,South West,Ondo,on Idanre Local Government Area,24-Aug,78
35445,South West,Ondo,on Idanre Local Government Area,24-Sep,95
35446,South West,Ondo,on Idanre Local Government Area,24-Oct,117
35447,South West,Ondo,on Idanre Local Government Area,24-Nov,103
35448,South West,Ondo,on Idanre Local Government Area,24-Dec,83
35449,South West,Ondo,on Idanre Local Government Area,25-Jan,90
35450,South West,Ondo,on Idanre Local Government Area,25-Feb,94
35451,South West,Ondo,on Idanre Local Government Area,25-Mar,126
35452,South West,Ondo,on Idanre Local Government Area,25-Apr,158
35453,South West,Ondo,on Idanre Local Government Area,25-May,153
35454,South West,Ondo,on Idanre Local Government Area,25-Jun,112
35455,South West,Ondo,on Idanre Local Government Area,25-Jul,137
35456,South West,Ondo,on Idanre Local Government Area,25-Aug,147
35457,South West,Ondo,on Idanre Local Government Area,25-Sep,152
35458,South West,Ondo,on Idanre Local Government Area,25-Oct,156
35459,South West,Ondo,on Idanre Local Government Area,25-Nov,108
35460,South West,Ondo,on Idanre Local Government Area,25-Dec,112
35461,South West,Ondo,on Ifedore Local Government Area,21-Jan,67
35462,South West,Ondo,on Ifedore Local Government Area,21-Feb,46
35463,South West,Ondo,on Ifedore Local Government Area,21-Mar,58
35464,South West,Ondo,on Ifedore Local Government Area,21-Apr,60
35465,South West,Ondo,on Ifedore Local Government Area,21-May,79
35466,South West,Ondo,on Ifedore Local Government Area,21-Jun,55
35467,South West,Ondo,on Ifedore Local Government Area,21-Jul,34
35468,South West,Ondo,on Ifedore Local Government Area,21-Aug,44
35469,South West,Ondo,on Ifedore Local Government Area,21-Sep,40
35470,South West,Ondo,on Ifedore Local Government Area,21-Oct,69
35471,South West,Ondo,on Ifedore Local Government Area,21-Nov,33
35472,South West,Ondo,on Ifedore Local Government Area,21-Dec,52
35473,South West,Ondo,on Ifedore Local Government Area,22-Jan,58
35474,South West,Ondo,on Ifedore Local Government Area,22-Feb,46
35475,South West,Ondo,on Ifedore Local Government Area,22-Mar,68
35476,South West,Ondo,on Ifedore Local Government Area,22-Apr,49
35477,South West,Ondo,on Ifedore Local Government Area,22-May,54
35478,South West,Ondo,on Ifedore Local Government Area,22-Jun,33
35479,South West,Ondo,on Ifedore Local Government Area,22-Jul,51
35480,South West,Ondo,on Ifedore Local Government Area,22-Aug,65
35481,South West,Ondo,on Ifedore Local Government Area,22-Sep,53
35482,South West,Ondo,on Ifedore Local Government Area,22-Oct,62
35483,South West,Ondo,on Ifedore Local Government Area,22-Nov,58
35484,South West,Ondo,on Ifedore Local Government Area,22-Dec,49
35485,South West,Ondo,on Ifedore Local Government Area,23-Jan,44
35486,South West,Ondo,on Ifedore Local Government Area,23-Feb,60
35487,South West,Ondo,on Ifedore Local Government Area,23-Mar,45
35488,South West,Ondo,on Ifedore Local Government Area,23-Apr,65
35489,South West,Ondo,on Ifedore Local Government Area,23-May,64
35490,South West,Ondo,on Ifedore Local Government Area,23-Jun,56
35491,South West,Ondo,on Ifedore Local Government Area,23-Jul,52
35492,South West,Ondo,on Ifedore Local Government Area,23-Aug,42
35493,South West,Ondo,on Ifedore Local Government Area,23-Sep,70
35494,South West,Ondo,on Ifedore Local Government Area,23-Oct,55
35495,South West,Ondo,on Ifedore Local Government Area,23-Nov,55
35496,South West,Ondo,on Ifedore Local Government Area,23-Dec,40
35497,South West,Ondo,on Ifedore Local Government Area,24-Jan,57
35498,South West,Ondo,on Ifedore Local Government Area,24-Feb,38
35499,South West,Ondo,on Ifedore Local Government Area,24-Mar,49
35500,South West,Ondo,on Ifedore Local Government Area,24-Apr,70
35501,South West,Ondo,on Ifedore Local Government Area,24-May,65
35502,South West,Ondo,on Ifedore Local Government Area,24-Jun,55
35503,South West,Ondo,on Ifedore Local Government Area,24-Jul,41
35504,South West,Ondo,on Ifedore Local Government Area,24-Aug,50
35505,South West,Ondo,on Ifedore Local Government Area,24-Sep,69
35506,South West,Ondo,on Ifedore Local Government Area,24-Oct,59
35507,South West,Ondo,on Ifedore Local Government Area,24-Nov,44
35508,South West,Ondo,on Ifedore Local Government Area,24-Dec,32
35509,South West,Ondo,on Ifedore Local Government Area,25-Jan,44
35510,South West,Ondo,on Ifedore Local Government Area,25-Feb,31
35511,South West,Ondo,on Ifedore Local Government Area,25-Mar,45
35512,South West,Ondo,on Ifedore Local Government Area,25-Apr,49
35513,South West,Ondo,on Ifedore Local Government Area,25-May,72
35514,South West,Ondo,on Ifedore Local Government Area,25-Jun,77
35515,South West,Ondo,on Ifedore Local Government Area,25-Jul,64
35516,South West,Ondo,on Ifedore Local Government Area,25-Aug,56
35517,South West,Ondo,on Ifedore Local Government Area,25-Sep,67
35518,South West,Ondo,on Ifedore Local Government Area,25-Oct,76
35519,South West,Ondo,on Ifedore Local Government Area,25-Nov,56
35520,South West,Ondo,on Ifedore Local Government Area,25-Dec,63
35521,South West,Ondo,on Ilaje Local Government Area,21-Jan,52
35522,South West,Ondo,on Ilaje Local Government Area,21-Feb,42
35523,South West,Ondo,on Ilaje Local Government Area,21-Mar,35
35524,South West,Ondo,on Ilaje Local Government Area,21-Apr,54
35525,South West,Ondo,on Ilaje Local Government Area,21-May,91
35526,South West,Ondo,on Ilaje Local Government Area,21-Jun,45
35527,South West,Ondo,on Ilaje Local Government Area,21-Jul,65
35528,South West,Ondo,on Ilaje Local Government Area,21-Aug,34
35529,South West,Ondo,on Ilaje Local Government Area,21-Sep,35
35530,South West,Ondo,on Ilaje Local Government Area,21-Oct,17
35531,South West,Ondo,on Ilaje Local Government Area,21-Nov,50
35532,South West,Ondo,on Ilaje Local Government Area,21-Dec,34
35533,South West,Ondo,on Ilaje Local Government Area,22-Jan,48
35534,South West,Ondo,on Ilaje Local Government Area,22-Feb,51
35535,South West,Ondo,on Ilaje Local Government Area,22-Mar,65
35536,South West,Ondo,on Ilaje Local Government Area,22-Apr,66
35537,South West,Ondo,on Ilaje Local Government Area,22-May,32
35538,South West,Ondo,on Ilaje Local Government Area,22-Jun,28
35539,South West,Ondo,on Ilaje Local Government Area,22-Jul,56
35540,South West,Ondo,on Ilaje Local Government Area,22-Aug,52
35541,South West,Ondo,on Ilaje Local Government Area,22-Sep,33
35542,South West,Ondo,on Ilaje Local Government Area,22-Oct,68
35543,South West,Ondo,on Ilaje Local Government Area,22-Nov,46
